year,id,protocol_id,index
2019,7380,Income,1032
2019,7368,Income,1011
2019,7367,Income,1008
2019,7366,Income,1002
2019,7365,Income,1001
2019,5595,Income,1030
2019,5596,Income,1035
2019,5597,Income,1041
2019,5598,Income,1029
2019,4848,Income,1081
2019,9017,Income,1168
2019,9016,Income,1158
2019,4650,Income,1112
2019,7353,Income,1067
2019,7352,Income,1053
2019,7351,Income,1017
2019,7350,Income,1016
2019,7338,Income,998
2019,7337,Income,1069
2019,7336,Income,1054
2019,5610,Income,1631
2019,5611,Income,1632
2019,5612,Income,1632
2019,5613,Income,1632
2019,4651,Income,1128
2019,8671,Income,1090
2019,8670,Income,1085
2019,8658,Income,1000
2019,7335,Income,1044
2019,7323,Income,1052
2019,7322,Income,1058
2019,7321,Income,1045
2019,7320,Income,1038
2019,7308,Income,1068
2019,7307,Income,1064
2019,5625,Income,1015
2019,5626,Income,1026
2019,5627,Income,1015
2019,5628,Income,1020
2019,8657,Income,994
2019,8656,Income,1002
2019,8655,Income,984
2019,8643,Income,1074
2019,7306,Income,1058
2019,7305,Income,1052
2019,7293,Income,1068
2019,7292,Income,1088
2019,7291,Income,1117
2019,7290,Income,1133
2019,7278,Income,1068
2019,5640,Income,1012
2019,5641,Income,1023
2019,5642,Income,1013
2019,5643,Income,1018
2019,4860,Income,1075
2019,4861,Income,1080
2019,4862,Income,1077
2019,4863,Income,1076
2019,7277,Income,1088
2019,7276,Income,1117
2019,7275,Income,1133
2019,7263,Income,1091
2019,7262,Income,1088
2019,7261,Income,1086
2019,7260,Income,1083
2019,5655,Income,1033
2019,5656,Income,1042
2019,5657,Income,1029
2019,5658,Income,1032
2019,4652,Income,1136
2019,4653,Income,1144
2019,4576,Income,1029
2019,9138,Income,1067
2019,7248,Income,812
2019,7247,Income,820
2019,7246,Income,851
2019,7245,Income,853
2019,7233,Income,1243
2019,7232,Income,1233
2019,7231,Income,1216
2019,5670,Income,1122
2019,5671,Income,1131
2019,5672,Income,1146
2019,5673,Income,1152
2019,8642,Income,1068
2019,8641,Income,1066
2019,8640,Income,1057
2019,8628,Income,1029
2019,7230,Income,1194
2019,7218,Income,1146
2019,7217,Income,1096
2019,7216,Income,1086
2019,7215,Income,1086
2019,7203,Income,1004
2019,7202,Income,994
2019,5685,Income,1110
2019,5686,Income,1122
2019,5687,Income,1131
2019,5688,Income,1142
2019,8627,Income,1027
2019,8626,Income,1030
2019,8625,Income,1011
2019,4875,Income,982
2019,7201,Income,995
2019,7200,Income,992
2019,7188,Income,1151
2019,7187,Income,1140
2019,7186,Income,1131
2019,7185,Income,1117
2019,7173,Income,1145
2019,5700,Income,1110
2019,5701,Income,1122
2019,5702,Income,1131
2019,5703,Income,1142
2019,4876,Income,1001
2019,4877,Income,1002
2019,4878,Income,997
2019,9120,Income,1163
2019,7172,Income,1145
2019,7171,Income,1145
2019,7170,Income,1145
2019,7158,Income,932
2019,7157,Income,932
2019,7156,Income,932
2019,7155,Income,932
2019,5715,Income,1144
2019,5716,Income,1153
2019,5717,Income,1165
2019,5718,Income,1173
2019,9108,Income,1097
2019,9015,Income,1143
2019,9003,Income,1134
2019,8613,Income,1002
2019,7143,Income,1183
2019,7142,Income,1183
2019,7141,Income,1183
2019,7140,Income,1183
2019,7128,Income,1093
2019,7127,Income,1093
2019,7126,Income,1069
2019,5730,Income,1218
2019,5731,Income,1218
2019,5732,Income,1279
2019,5733,Income,1279
2019,8612,Income,1000
2019,8611,Income,994
2019,8610,Income,1000
2019,8598,Income,958
2019,7125,Income,1069
2019,7113,Income,1058
2019,7112,Income,1058
2019,7111,Income,1050
2019,7110,Income,1050
2019,7098,Income,1287
2019,7097,Income,1220
2019,5745,Income,1239
2019,5746,Income,1239
2019,5747,Income,1300
2019,5748,Income,1300
2019,8597,Income,944
2019,8596,Income,947
2019,4890,Income,1002
2019,4891,Income,1030
2019,7096,Income,1201
2019,7095,Income,1239
2019,7083,Income,1226
2019,7082,Income,1209
2019,7081,Income,1193
2019,7080,Income,1157
2019,7068,Income,1058
2019,5760,Income,1079
2019,5761,Income,1085
